id,depFlight_id,depFlight_origin.name,depFlight_origin.displayCode,depFlight_destination.name,depFlight_destination.displayCode,depFlight_durationInMinutes,depFlight_departure,depFlight_arrival,depFlight_name,depFlight_flightNumber,retFlight_id,retFlight_origin.name,retFlight_origin.displayCode,retFlight_destination.name,retFlight_destination.displayCode,retFlight_durationInMinutes,retFlight_departure,retFlight_arrival,retFlight_name,retFlight_flightNumber,booking_agent,is_carrier,rating_status,rating,rating_breakdown.reliable_prices,rating_breakdown.clear_extra_fees,rating_breakdown.customer_service,rating_breakdown.ease_of_booking,rating_breakdown.other,price_amount
13542-2306020535--32356-0-9592-2306021110|9592-2306041700--32480-0-13554-2306041855,13542-2306020535--32356-0-9592-2306021110,London Gatwick,LGW,Athens International,ATH,215,2023-06-02T05:35:00,2023-06-02T11:10:00,easyJet,8181,9592-2306041700--32480-0-13554-2306041855,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T17:00:00,2023-06-04T18:55:00,British Airways,637,Expedia,False,available,2.5,2.127804,3.872976,5.0,2.308248,1.67512,818.09
13554-2306021215--32756-0-9592-2306021750|9592-2306042045--32480-0-13554-2306042230,13554-2306021215--32756-0-9592-2306021750,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T12:15:00,2023-06-02T17:50:00,Aegean Airlines,601,9592-2306042045--32480-0-13554-2306042230,Athens International,ATH,London Heathrow,LHR,225,2023-06-04T20:45:00,2023-06-04T22:30:00,British Airways,633,GotoGate,False,available,2.91,3.385832,3.770868,4.721792,3.629104,1.114996,881.99
13542-2306021520--31869-0-9592-2306022050|9592-2306042120--32356-0-13542-2306042310,13542-2306021520--31869-0-9592-2306022050,London Gatwick,LGW,Athens International,ATH,210,2023-06-02T15:20:00,2023-06-02T20:50:00,SKY express,701,9592-2306042120--32356-0-13542-2306042310,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T21:20:00,2023-06-04T23:10:00,easyJet,6406,Expedia,False,available,2.5,2.127804,3.872976,5.0,2.308248,1.67512,437.87
13554-2306021325--32480-0-9592-2306021910|9592-2306041325--32480-0-13554-2306041520,13554-2306021325--32480-0-9592-2306021910,London Heathrow,LHR,Athens International,ATH,225,2023-06-02T13:25:00,2023-06-02T19:10:00,British Airways,632,9592-2306041325--32480-0-13554-2306041520,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T13:25:00,2023-06-04T15:20:00,British Airways,639,Trip.com,False,available,3.97,3.926652,4.503032,4.991876,4.365064,3.108212,1155.0
13554-2306020840--32480-0-9592-2306021435|9592-2306042045--32480-0-13554-2306042230,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306042045--32480-0-13554-2306042230,Athens International,ATH,London Heathrow,LHR,225,2023-06-04T20:45:00,2023-06-04T22:30:00,British Airways,633,Trip.com,False,available,3.97,3.926652,4.503032,4.991876,4.365064,3.108212,927.6
13554-2306021115--32480-0-9592-2306021700|9592-2306041915--32756-0-13554-2306042110,13554-2306021115--32480-0-9592-2306021700,London Heathrow,LHR,Athens International,ATH,225,2023-06-02T11:15:00,2023-06-02T17:00:00,British Airways,636,9592-2306041915--32756-0-13554-2306042110,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T19:15:00,2023-06-04T21:10:00,Aegean Airlines,608,GotoGate,False,available,2.91,3.385832,3.770868,4.721792,3.629104,1.114996,1223.99
13554-2306021215--32756-0-9592-2306021750|9592-2306041330--32356-0-13542-2306041520,13554-2306021215--32756-0-9592-2306021750,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T12:15:00,2023-06-02T17:50:00,Aegean Airlines,601,9592-2306041330--32356-0-13542-2306041520,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T13:30:00,2023-06-04T15:20:00,easyJet,8184,GotoGate,False,available,2.91,3.385832,3.770868,4.721792,3.629104,1.114996,711.99
13542-2306021400--31869-0-9592-2306021930|9592-2306041520--32480-0-13554-2306041715,13542-2306021400--31869-0-9592-2306021930,London Gatwick,LGW,Athens International,ATH,210,2023-06-02T14:00:00,2023-06-02T19:30:00,SKY express,701,9592-2306041520--32480-0-13554-2306041715,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T15:20:00,2023-06-04T17:15:00,British Airways,641,GotoGate,False,available,2.91,3.385832,3.770868,4.721792,3.629104,1.114996,980.99
13554-2306020840--32480-0-9592-2306021435|9592-2306041330--32356-0-13542-2306041520,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306041330--32356-0-13542-2306041520,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T13:30:00,2023-06-04T15:20:00,easyJet,8184,GotoGate,False,available,2.91,3.385832,3.770868,4.721792,3.629104,1.114996,945.99
13771-2306021520--31915-0-9592-2306022100|9592-2306041330--32756-0-13554-2306041530,13771-2306021520--31915-0-9592-2306022100,London Luton,LTN,Athens International,ATH,220,2023-06-02T15:20:00,2023-06-02T21:00:00,Ryanair,7805,9592-2306041330--32756-0-13554-2306041530,Athens International,ATH,London Heathrow,LHR,240,2023-06-04T13:30:00,2023-06-04T15:30:00,Aegean Airlines,602,Trip.com,False,available,3.97,3.926652,4.503032,4.991876,4.365064,3.108212,623.29
