id,depFlight_id,depFlight_origin.name,depFlight_origin.displayCode,depFlight_destination.name,depFlight_destination.displayCode,depFlight_durationInMinutes,depFlight_departure,depFlight_arrival,depFlight_name,depFlight_flightNumber,retFlight_id,retFlight_origin.name,retFlight_origin.displayCode,retFlight_destination.name,retFlight_destination.displayCode,retFlight_durationInMinutes,retFlight_departure,retFlight_arrival,retFlight_name,retFlight_flightNumber,booking_agent,is_carrier,rating_status,rating,rating_breakdown.reliable_prices,rating_breakdown.clear_extra_fees,rating_breakdown.customer_service,rating_breakdown.ease_of_booking,rating_breakdown.other,price_amount
13542-2306020535--32356-0-9592-2306021110|9592-2306041700--32480-0-13554-2306041855,13542-2306020535--32356-0-9592-2306021110,London Gatwick,LGW,Athens International,ATH,215,2023-06-02T05:35:00,2023-06-02T11:10:00,easyJet,8181,9592-2306041700--32480-0-13554-2306041855,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T17:00:00,2023-06-04T18:55:00,British Airways,637,Expedia,False,available,2.48,2.149844,3.813268,4.996316,2.260028,1.713152,821.39
13542-2306021520--31869-0-9592-2306022050|9592-2306042120--32356-0-13542-2306042310,13542-2306021520--31869-0-9592-2306022050,London Gatwick,LGW,Athens International,ATH,210,2023-06-02T15:20:00,2023-06-02T20:50:00,SKY express,701,9592-2306042120--32356-0-13542-2306042310,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T21:20:00,2023-06-04T23:10:00,easyJet,6406,Trip.com,False,available,3.91,3.85652,4.466256,4.992984,4.311396,3.03092,414.4
13554-2306021325--32480-0-9592-2306021910|9592-2306041325--32480-0-13554-2306041520,13554-2306021325--32480-0-9592-2306021910,London Heathrow,LHR,Athens International,ATH,225,2023-06-02T13:25:00,2023-06-02T19:10:00,British Airways,632,9592-2306041325--32480-0-13554-2306041520,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T13:25:00,2023-06-04T15:20:00,British Airways,639,Trip.com,False,available,3.91,3.85652,4.466256,4.992984,4.311396,3.03092,1165.09
13554-2306020840--32480-0-9592-2306021435|9592-2306042045--32480-0-13554-2306042230,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306042045--32480-0-13554-2306042230,Athens International,ATH,London Heathrow,LHR,225,2023-06-04T20:45:00,2023-06-04T22:30:00,British Airways,633,travelup,False,available,3.48,3.649252,4.264184,4.884116,3.769484,2.355272,937.73
13554-2306021215--32756-0-9592-2306021750|9592-2306041330--32356-0-13542-2306041520,13554-2306021215--32756-0-9592-2306021750,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T12:15:00,2023-06-02T17:50:00,Aegean Airlines,601,9592-2306041330--32356-0-13542-2306041520,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T13:30:00,2023-06-04T15:20:00,easyJet,8184,Trip.com,False,available,3.91,3.85652,4.466256,4.992984,4.311396,3.03092,671.9
13554-2306020840--32480-0-9592-2306021435|9592-2306041330--32356-0-13542-2306041520,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306041330--32356-0-13542-2306041520,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T13:30:00,2023-06-04T15:20:00,easyJet,8184,Expedia,False,available,2.48,2.149844,3.813268,4.996316,2.260028,1.713152,1019.27
13771-2306021520--31915-0-9592-2306022100|9592-2306041330--32756-0-13554-2306041530,13771-2306021520--31915-0-9592-2306022100,London Luton,LTN,Athens International,ATH,220,2023-06-02T15:20:00,2023-06-02T21:00:00,Ryanair,7805,9592-2306041330--32756-0-13554-2306041530,Athens International,ATH,London Heathrow,LHR,240,2023-06-04T13:30:00,2023-06-04T15:30:00,Aegean Airlines,602,Trip.com,False,available,3.91,3.85652,4.466256,4.992984,4.311396,3.03092,688.6
13554-2306022215--32756-0-9592-2306030350|9592-2306042120--32356-0-13542-2306042310,13554-2306022215--32756-0-9592-2306030350,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T22:15:00,2023-06-03T03:50:00,Aegean Airlines,609,9592-2306042120--32356-0-13542-2306042310,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T21:20:00,2023-06-04T23:10:00,easyJet,6406,Trip.com,False,available,3.91,3.85652,4.466256,4.992984,4.311396,3.03092,442.4
13554-2306022215--32756-0-9592-2306030350|9592-2306041510--31669-0-13542-2306041710,13554-2306022215--32756-0-9592-2306030350,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T22:15:00,2023-06-03T03:50:00,Aegean Airlines,609,9592-2306041510--31669-0-13542-2306041710,Athens International,ATH,London Gatwick,LGW,240,2023-06-04T15:10:00,2023-06-04T17:10:00,Wizz Air,5752,GotoGate,False,available,2.81,3.252464,3.701156,4.748664,3.54438,1.008108,403.99
13771-2306021520--31915-0-9592-2306022100|9592-2306041230--31869-0-13542-2306041425,13771-2306021520--31915-0-9592-2306022100,London Luton,LTN,Athens International,ATH,220,2023-06-02T15:20:00,2023-06-02T21:00:00,Ryanair,7805,9592-2306041230--31869-0-13542-2306041425,Athens International,ATH,London Gatwick,LGW,235,2023-06-04T12:30:00,2023-06-04T14:25:00,SKY express,700,Trip.com,False,available,3.91,3.85652,4.466256,4.992984,4.311396,3.03092,553.5
