id,depFlight_id,depFlight_origin.name,depFlight_origin.displayCode,depFlight_destination.name,depFlight_destination.displayCode,depFlight_durationInMinutes,depFlight_departure,depFlight_arrival,depFlight_name,depFlight_flightNumber,retFlight_id,retFlight_origin.name,retFlight_origin.displayCode,retFlight_destination.name,retFlight_destination.displayCode,retFlight_durationInMinutes,retFlight_departure,retFlight_arrival,retFlight_name,retFlight_flightNumber,booking_agent,is_carrier,rating_status,rating,rating_breakdown.reliable_prices,rating_breakdown.clear_extra_fees,rating_breakdown.customer_service,rating_breakdown.ease_of_booking,rating_breakdown.other,price_amount
13771-2306021420--32356-0-9828-2306021710|9828-2306042055--32480-0-13554-2306042155,13771-2306021420--32356-0-9828-2306021710,London Luton,LTN,Berlin Brandenburg,BER,110,2023-06-02T14:20:00,2023-06-02T17:10:00,easyJet,2603,9828-2306042055--32480-0-13554-2306042155,Berlin Brandenburg,BER,London Heathrow,LHR,120,2023-06-04T20:55:00,2023-06-04T21:55:00,British Airways,995,Expedia,False,available,2.5,2.086484,3.912368,5.0,2.335608,1.68242,381.89
13542-2306020640--32356-0-9828-2306020940|9828-2306041130--32480-0-13554-2306041235,13542-2306020640--32356-0-9828-2306020940,London Gatwick,LGW,Berlin Brandenburg,BER,120,2023-06-02T06:40:00,2023-06-02T09:40:00,easyJet,8629,9828-2306041130--32480-0-13554-2306041235,Berlin Brandenburg,BER,London Heathrow,LHR,125,2023-06-04T11:30:00,2023-06-04T12:35:00,British Airways,983,Expedia,False,available,2.5,2.086484,3.912368,5.0,2.335608,1.68242,441.89
13554-2306020650--32480-0-9828-2306020940|9828-2306040710--32480-0-13554-2306040815,13554-2306020650--32480-0-9828-2306020940,London Heathrow,LHR,Berlin Brandenburg,BER,110,2023-06-02T06:50:00,2023-06-02T09:40:00,British Airways,990,9828-2306040710--32480-0-13554-2306040815,Berlin Brandenburg,BER,London Heathrow,LHR,125,2023-06-04T07:10:00,2023-06-04T08:15:00,British Airways,981,Trip.com,False,available,4.02,3.968816,4.536964,4.99268,4.412268,3.160224,250.6
13554-2306021030--32480-0-9828-2306021325|9828-2306041355--32480-0-13554-2306041455,13554-2306021030--32480-0-9828-2306021325,London Heathrow,LHR,Berlin Brandenburg,BER,115,2023-06-02T10:30:00,2023-06-02T13:25:00,British Airways,992,9828-2306041355--32480-0-13554-2306041455,Berlin Brandenburg,BER,London Heathrow,LHR,120,2023-06-04T13:55:00,2023-06-04T14:55:00,British Airways,993,British Airways,True,available,4.11,4.568636,4.489552,4.9817,4.388288,3.0059,448.48
13554-2306020650--32480-0-9828-2306020940|9828-2306041230--32356-0-13542-2306041335,13554-2306020650--32480-0-9828-2306020940,London Heathrow,LHR,Berlin Brandenburg,BER,110,2023-06-02T06:50:00,2023-06-02T09:40:00,British Airways,990,9828-2306041230--32356-0-13542-2306041335,Berlin Brandenburg,BER,London Gatwick,LGW,125,2023-06-04T12:30:00,2023-06-04T13:35:00,easyJet,8622,GotoGate,False,available,2.96,3.436568,3.812836,4.694636,3.6921,1.222016,384.99
16574-2306020800--31915-0-9828-2306021040|9828-2306041355--32480-0-13554-2306041455,16574-2306020800--31915-0-9828-2306021040,London Stansted,STN,Berlin Brandenburg,BER,100,2023-06-02T08:00:00,2023-06-02T10:40:00,Ryanair,145,9828-2306041355--32480-0-13554-2306041455,Berlin Brandenburg,BER,London Heathrow,LHR,120,2023-06-04T13:55:00,2023-06-04T14:55:00,British Airways,993,GotoGate,False,available,2.96,3.436568,3.812836,4.694636,3.6921,1.222016,516.99
13554-2306021045--32480-0-9828-2306021340|9828-2306040710--32480-0-13554-2306040815,13554-2306021045--32480-0-9828-2306021340,London Heathrow,LHR,Berlin Brandenburg,BER,115,2023-06-02T10:45:00,2023-06-02T13:40:00,British Airways,992,9828-2306040710--32480-0-13554-2306040815,Berlin Brandenburg,BER,London Heathrow,LHR,125,2023-06-04T07:10:00,2023-06-04T08:15:00,British Airways,981,Trip.com,False,available,4.02,3.968816,4.536964,4.99268,4.412268,3.160224,271.3
16574-2306021035--31915-0-9828-2306021315|9828-2306041355--32480-0-13554-2306041455,16574-2306021035--31915-0-9828-2306021315,London Stansted,STN,Berlin Brandenburg,BER,100,2023-06-02T10:35:00,2023-06-02T13:15:00,Ryanair,147,9828-2306041355--32480-0-13554-2306041455,Berlin Brandenburg,BER,London Heathrow,LHR,120,2023-06-04T13:55:00,2023-06-04T14:55:00,British Airways,993,GotoGate,False,available,2.96,3.436568,3.812836,4.694636,3.6921,1.222016,516.99
13554-2306020840--32480-0-9828-2306021135|9828-2306041650--32480-0-13465-2306041740,13554-2306020840--32480-0-9828-2306021135,London Heathrow,LHR,Berlin Brandenburg,BER,115,2023-06-02T08:40:00,2023-06-02T11:35:00,British Airways,982,9828-2306041650--32480-0-13465-2306041740,Berlin Brandenburg,BER,London City,LCY,110,2023-06-04T16:50:00,2023-06-04T17:40:00,British Airways,8494,British Airways,True,available,4.11,4.568636,4.489552,4.9817,4.388288,3.0059,466.98
16574-2306021035--31915-0-9828-2306021315|9828-2306041805--32356-0-13542-2306041910,16574-2306021035--31915-0-9828-2306021315,London Stansted,STN,Berlin Brandenburg,BER,100,2023-06-02T10:35:00,2023-06-02T13:15:00,Ryanair,147,9828-2306041805--32356-0-13542-2306041910,Berlin Brandenburg,BER,London Gatwick,LGW,125,2023-06-04T18:05:00,2023-06-04T19:10:00,easyJet,8626,Mytrip,False,available,3.42,3.793912,4.10722,4.872396,3.935076,1.95184,259.99
