id,depFlight_id,depFlight_origin.name,depFlight_origin.displayCode,depFlight_destination.name,depFlight_destination.displayCode,depFlight_durationInMinutes,depFlight_departure,depFlight_arrival,depFlight_name,depFlight_flightNumber,retFlight_id,retFlight_origin.name,retFlight_origin.displayCode,retFlight_destination.name,retFlight_destination.displayCode,retFlight_durationInMinutes,retFlight_departure,retFlight_arrival,retFlight_name,retFlight_flightNumber,booking_agent,is_carrier,rating_status,rating,rating_breakdown.reliable_prices,rating_breakdown.clear_extra_fees,rating_breakdown.customer_service,rating_breakdown.ease_of_booking,rating_breakdown.other,price_amount
13554-2306021215--32756-0-9592-2306021750|9592-2306042045--32480-0-13554-2306042230,13554-2306021215--32756-0-9592-2306021750,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T12:15:00,2023-06-02T17:50:00,Aegean Airlines,601,9592-2306042045--32480-0-13554-2306042230,Athens International,ATH,London Heathrow,LHR,225,2023-06-04T20:45:00,2023-06-04T22:30:00,British Airways,633,GotoGate,False,available,3.14,3.530284,3.977936,4.684716,3.824488,1.531332,735.99
13542-2306020535--32356-0-9592-2306021110|9592-2306041700--32480-0-13554-2306041855,13542-2306020535--32356-0-9592-2306021110,London Gatwick,LGW,Athens International,ATH,215,2023-06-02T05:35:00,2023-06-02T11:10:00,easyJet,8181,9592-2306041700--32480-0-13554-2306041855,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T17:00:00,2023-06-04T18:55:00,British Airways,637,GotoGate,False,available,3.14,3.530284,3.977936,4.684716,3.824488,1.531332,797.99
13554-2306021325--32480-0-9592-2306021910|9592-2306041325--32480-0-13554-2306041520,13554-2306021325--32480-0-9592-2306021910,London Heathrow,LHR,Athens International,ATH,225,2023-06-02T13:25:00,2023-06-02T19:10:00,British Airways,632,9592-2306041325--32480-0-13554-2306041520,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T13:25:00,2023-06-04T15:20:00,British Airways,639,British Airways,True,available,4.25,4.622984,4.600808,4.994156,4.469772,3.321472,1039.08
13554-2306020840--32480-0-9592-2306021435|9592-2306042045--32480-0-13554-2306042230,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306042045--32480-0-13554-2306042230,Athens International,ATH,London Heathrow,LHR,225,2023-06-04T20:45:00,2023-06-04T22:30:00,British Airways,633,travelup,False,available,3.7,3.788712,4.433808,4.8884,4.005192,2.691152,743.88
13554-2306021115--32480-0-9592-2306021700|9592-2306041915--32756-0-13554-2306042110,13554-2306021115--32480-0-9592-2306021700,London Heathrow,LHR,Athens International,ATH,225,2023-06-02T11:15:00,2023-06-02T17:00:00,British Airways,636,9592-2306041915--32756-0-13554-2306042110,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T19:15:00,2023-06-04T21:10:00,Aegean Airlines,608,GotoGate,False,available,3.14,3.530284,3.977936,4.684716,3.824488,1.531332,1041.99
13554-2306021215--32756-0-9592-2306021750|9592-2306041330--32356-0-13542-2306041520,13554-2306021215--32756-0-9592-2306021750,London Heathrow,LHR,Athens International,ATH,215,2023-06-02T12:15:00,2023-06-02T17:50:00,Aegean Airlines,601,9592-2306041330--32356-0-13542-2306041520,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T13:30:00,2023-06-04T15:20:00,easyJet,8184,Trip.com,False,available,4.13,4.084108,4.606664,4.99456,4.503012,3.316636,557.9
13542-2306021400--31869-0-9592-2306021930|9592-2306041520--32480-0-13554-2306041715,13542-2306021400--31869-0-9592-2306021930,London Gatwick,LGW,Athens International,ATH,210,2023-06-02T14:00:00,2023-06-02T19:30:00,SKY express,701,9592-2306041520--32480-0-13554-2306041715,Athens International,ATH,London Heathrow,LHR,235,2023-06-04T15:20:00,2023-06-04T17:15:00,British Airways,641,Expedia,False,available,2.6,2.174432,4.065268,5.0,2.36672,1.787184,780.97
13554-2306020840--32480-0-9592-2306021435|9592-2306042240--30972-0-13542-2306050040,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306042240--30972-0-13542-2306050040,Athens International,ATH,London Gatwick,LGW,240,2023-06-04T22:40:00,2023-06-05T00:40:00,Wizz Air UK,5746,GotoGate,False,available,3.14,3.530284,3.977936,4.684716,3.824488,1.531332,679.99
13542-2306021400--31869-0-9592-2306021930|9592-2306040915--32756-0-13554-2306041115,13542-2306021400--31869-0-9592-2306021930,London Gatwick,LGW,Athens International,ATH,210,2023-06-02T14:00:00,2023-06-02T19:30:00,SKY express,701,9592-2306040915--32756-0-13554-2306041115,Athens International,ATH,London Heathrow,LHR,240,2023-06-04T09:15:00,2023-06-04T11:15:00,Aegean Airlines,600,Trip.com,False,available,4.13,4.084108,4.606664,4.99456,4.503012,3.316636,645.9
13542-2306021440--32356-0-9592-2306022025|9592-2306041215--32174-0-16574-2306041400,13542-2306021440--32356-0-9592-2306022025,London Gatwick,LGW,Athens International,ATH,225,2023-06-02T14:40:00,2023-06-02T20:25:00,easyJet,6549,9592-2306041215--32174-0-16574-2306041400,Athens International,ATH,London Stansted,STN,225,2023-06-04T12:15:00,2023-06-04T14:00:00,Jet2,1408,Trip.com,False,available,4.13,4.084108,4.606664,4.99456,4.503012,3.316636,554.9
13554-2306020840--32480-0-9592-2306021435|9592-2306041330--32356-0-13542-2306041520,13554-2306020840--32480-0-9592-2306021435,London Heathrow,LHR,Athens International,ATH,235,2023-06-02T08:40:00,2023-06-02T14:35:00,British Airways,640,9592-2306041330--32356-0-13542-2306041520,Athens International,ATH,London Gatwick,LGW,230,2023-06-04T13:30:00,2023-06-04T15:20:00,easyJet,8184,GotoGate,False,available,3.14,3.530284,3.977936,4.684716,3.824488,1.531332,787.99
